STABBR,CITY,INSTNM,SATMT25,SATVR25,ADM_RATE,SAT_AVG,GRAD_DEBT_MDN,PCIP27,COSTT4_A
CA,San Rafael,Dominican University of California,468,450,0.7775,1039,27000,0,60045
CA,Berkeley,Dominican School of Philosophy & Theology,NULL,NULL,NULL,NULL,PrivacySuppressed,NULL,NULL
CA,Monterey Park,East Los Angeles College,NULL,NULL,NULL,NULL,4500,0.002,14617
CA,Torrance,El Camino Community College District,NULL,NULL,NULL,NULL,PrivacySuppressed,0.0194,15461
CA,Hollywood,Elegance International,NULL,NULL,NULL,NULL,7600,0,NULL
CA,Santa Monica,Emperor's College of Traditional Oriental Medicine,NULL,NULL,NULL,NULL,PrivacySuppressed,NULL,NULL
CA,Santa Rosa,Empire College,NULL,NULL,NULL,NULL,16100,0,NULL
CA,San Jose,Evergreen Valley College,NULL,NULL,NULL,NULL,9850,0.0172,16732
CA,Los Angeles,FIDM-Fashion Institute of Design & Merchandising-Los Angeles,NULL,NULL,0.4145,NULL,14167,0,46291
CA,San Francisco,FIDM-Fashion Institute of Design & Merchandising-San Francisco,NULL,NULL,0.3632,NULL,14167,0,43881
CA,Irvine,FIDM-Fashion Institute of Design & Merchandising-Orange County,NULL,NULL,0.5399,NULL,14167,0,41168
CA,Quincy,Feather River Community College District,NULL,NULL,NULL,NULL,10000,0,15907
CA,Sacramento,Federico Beauty Institute,NULL,NULL,NULL,NULL,6358,0,NULL
CA,Santa Barbara,Fielding Graduate University,NULL,NULL,NULL,NULL,PrivacySuppressed,NULL,NULL
CA,Santa Cruz,Five Branches University,NULL,NULL,NULL,NULL,PrivacySuppressed,NULL,NULL
CA,Orange,Hair California Beauty Academy,NULL,NULL,NULL,NULL,PrivacySuppressed,0,NULL
CA,Redondo Beach,Redondo Beach Beauty College,NULL,NULL,NULL,NULL,PrivacySuppressed,0,NULL
CA,Los Altos Hills,Foothill College,NULL,NULL,NULL,NULL,9500,0.016,9612
CA,Oceanside,Franciscan School of Theology,NULL,NULL,NULL,NULL,PrivacySuppressed,NULL,NULL
CA,Eureka,Fredrick and Charles Beauty College,NULL,NULL,NULL,NULL,PrivacySuppressed,0,NULL
CA,Fresno,Fresno City College,NULL,NULL,NULL,NULL,3595,0.0119,9370
CA,Fresno,Fresno Pacific University,420,430,0.6848,968,21500,0.0039,37451
CA,Pasadena,Fuller Theological Seminary,NULL,NULL,NULL,NULL,PrivacySuppressed,NULL,NULL
CA,Fullerton,Fullerton College,NULL,NULL,NULL,NULL,PrivacySuppressed,0.0142,11866
CA,Gilroy,Gavilan College,NULL,NULL,NULL,NULL,8361,0.001,11111
CA,Carlsbad,Gemological Institute of America-Carlsbad,NULL,NULL,NULL,NULL,PrivacySuppressed,0,NULL
CA,Glendale,Glendale Community College,NULL,NULL,NULL,NULL,8350,0.0198,9181
CA,Glendale,Glendale Career College,NULL,NULL,NULL,NULL,9500,0,NULL
CA,San Francisco,Golden Gate University-San Francisco,NULL,NULL,NULL,NULL,30124.5,0,NULL
CA,Huntington Beach,Golden West College,NULL,NULL,NULL,NULL,6000,0.0049,14397
CA,Berkeley,Graduate Theological Union,NULL,NULL,NULL,NULL,PrivacySuppressed,NULL,NULL
CA,El Cajon,Grossmont College,NULL,NULL,NULL,NULL,4500,0.016,7956
CA,Riverside,Salon Success Academy-Riverside,NULL,NULL,NULL,NULL,10556,0,NULL
CA,Salinas,Hartnell College,NULL,NULL,NULL,NULL,PrivacySuppressed,0.0158,15859
CA,Claremont,Harvey Mudd College,740,680,0.1287,1496,23500,0.0933,69355
CA,Daly City,Hilltop Beauty School,NULL,NULL,NULL,NULL,PrivacySuppressed,0,NULL
CA,Oakland,Holy Names University,420,402,0.4846,888,26975,0,50806
CA,Carpinteria,Pacifica Graduate Institute,NULL,NULL,NULL,NULL,PrivacySuppressed,NULL,NULL
CA,Arcata,Humboldt State University,430,440,0.7709,983,19002,0.0081,23139
CA,Stockton,Humphreys University-Stockton and Modesto Campuses,NULL,NULL,NULL,NULL,30902.5,0,23493
CA,Imperial,Imperial Valley College,NULL,NULL,NULL,NULL,PrivacySuppressed,0.0218,11077
CA,Santa Clara,Institute for Business and Technology,NULL,NULL,NULL,NULL,8050,0,NULL
CA,Newport Beach,Interior Designers Institute,NULL,NULL,NULL,NULL,23664,0,28824
CA,Santa Monica,Toni & Guy Hairdressing Academy-Santa Monica,NULL,NULL,NULL,NULL,13581.5,0,NULL
CA,Irvine,Irvine Valley College,NULL,NULL,NULL,NULL,5625,0.0132,12449
CA,El Cajon,Bellus Academy-El Cajon,NULL,NULL,NULL,NULL,7573,0,NULL
CA,Pleasant Hill,John F. Kennedy University,NULL,NULL,NULL,NULL,25000,0,NULL
CA,Los Angeles,American Jewish University,NULL,NULL,0.5979,NULL,21250,0,36286
CA,Reedley,Reedley College,NULL,NULL,NULL,NULL,2664,0.0206,9655
CA,San Dimas,Life Pacific College,385,420,0.9732,889,19795,0,24838
CA,San Diego,Argosy University-The Art Institute of California-San Diego,NULL,NULL,NULL,NULL,30481,0,29567
CA,La Verne,University of La Verne,470,460,0.4806,1040,25000,0.0045,50603
CA,Laguna Beach,Laguna College of Art and Design,NULL,NULL,0.3919,NULL,27000,0,44317
CA,South Lake Tahoe,Lake Tahoe Community College,NULL,NULL,NULL,NULL,PrivacySuppressed,0.0579,10476
CA,Lancaster,Lancaster Beauty School,NULL,NULL,NULL,NULL,7643,0,NULL
CA,Oakland,Laney College,NULL,NULL,NULL,NULL,12000,0.0245,15330
CA,Susanville,Lassen Community College,NULL,NULL,NULL,NULL,8133,0.0085,14029
CA,Hayward,Life Chiropractic College West,NULL,NULL,NULL,NULL,PrivacySuppressed,NULL,NULL
CA,Oakland,Lincoln University,NULL,NULL,NULL,NULL,PrivacySuppressed,0,21195
CA,El Cajon,Southern California Seminary,NULL,NULL,NULL,NULL,PrivacySuppressed,0,31893
CA,Riverside,La Sierra University,390,390,0.4593,906,30250,0,42033
CA,Loma Linda,Loma Linda University,NULL,NULL,NULL,NULL,16000,0,NULL
CA,Long Beach,Long Beach City College,NULL,NULL,NULL,NULL,6750,0.013,10568
CA,Whittier,Southern California University of Health Sciences,NULL,NULL,NULL,NULL,13690,0,22229
CA,Wilmington,Los Angeles Harbor College,NULL,NULL,NULL,NULL,4875,0.0142,16347
CA,Woodland Hills,Los Angeles Pierce College,NULL,NULL,NULL,NULL,10189.5,0.0062,14954
CA,Los Angeles,Los Angeles Southwest College,NULL,NULL,NULL,NULL,9000,0.0037,12190
CA,Los Angeles,Los Angeles Trade Technical College,NULL,NULL,NULL,NULL,8000,0.0041,12422
CA,Valley Glen,Los Angeles Valley College,NULL,NULL,NULL,NULL,8700,0.0104,14512
CA,Santa Clarita,The Master's University and Seminary,460,490,0.8318,1098,20500,0.0122,43846
CA,Los Angeles,Los Angeles City College,NULL,NULL,NULL,NULL,12354,0.0027,12272
CA,Los Angeles,Los Angeles County College of Nursing and Allied Health,NULL,NULL,NULL,NULL,12065,0,NULL
CA,Sylmar,Los Angeles Mission College,NULL,NULL,NULL,NULL,9636,0.0169,14234
CA,Pittsburg,Los Medanos College,NULL,NULL,NULL,NULL,9125,0.0083,10878
CA,San Francisco,Argosy University-The Art Institute of California-San Francisco,NULL,NULL,NULL,NULL,30481,0,28125
CA,Los Angeles,Loyola Marymount University,570,550,0.5387,1244,22000,0.0076,60371
CA,Ventura,Lu Ross Academy,NULL,NULL,NULL,NULL,7119.5,0,NULL
CA,Fresno,Lyle's College of  Beauty,NULL,NULL,NULL,NULL,8556,0,NULL
CA,Santa Rosa,Lytles Redwood Empire Beauty College Inc,NULL,NULL,NULL,NULL,6333,0,NULL
CA,Stockton,MTI Business College Inc,NULL,NULL,NULL,NULL,9500,0,NULL
CA,Sacramento,MTI College,NULL,NULL,0.7725,NULL,9500,0,NULL
CA,Sacramento,Brightwood College-Sacramento,NULL,NULL,NULL,NULL,9310,0,NULL
CA,San Diego,Brightwood College-San Diego,NULL,NULL,NULL,NULL,9500,0,NULL
CA,Vista,Brightwood College-Vista,NULL,NULL,NULL,NULL,8593.5,0,NULL
CA,Kentfield,College of Marin,NULL,NULL,NULL,NULL,12155,0.0096,13691
CA,Rancho Palos Verdes,Marymount California University,NULL,NULL,NULL,NULL,25000,0,50758
CA,Ukiah,Mendocino College,NULL,NULL,NULL,NULL,10500,0.018,14039
CA,Atherton,Menlo College,442,430,0.4087,1010,21000,0,56035
CA,Merced,Merced College,NULL,NULL,NULL,NULL,PrivacySuppressed,0.0163,15400
CA,Oakland,Merritt College,NULL,NULL,NULL,NULL,10500,0.0033,15172
CA,Oakland,Mills College,440,485,0.8441,1109,24154,0.0153,60311
CA,Oceanside,MiraCosta College,NULL,NULL,NULL,NULL,7000,0.0064,10754
CA,Santa Clara,Mission College,NULL,NULL,NULL,NULL,PrivacySuppressed,0.0205,15052
CA,Oxnard,Modern Beauty Academy,NULL,NULL,NULL,NULL,PrivacySuppressed,0,NULL
CA,Van Nuys,Brightwood College-Los Angeles-Van Nuys,NULL,NULL,NULL,NULL,9414,0,NULL
CA,Modesto,Modesto Junior College,NULL,NULL,NULL,NULL,PrivacySuppressed,0.0031,14839
CA,Oakland,Moler Barber College,NULL,NULL,NULL,NULL,9500,0,NULL
CA,Monterey,Middlebury Institute of International Studies at Monterey,NULL,NULL,NULL,NULL,13625,0,NULL
CA,Monterey,Monterey Peninsula College,NULL,NULL,NULL,NULL,PrivacySuppressed,0.0361,10718
CA,Moorpark,Moorpark College,NULL,NULL,NULL,NULL,9500,0.0194,8577
CA,Walnut,Mt San Antonio College,NULL,NULL,NULL,NULL,4500,0.0209,9758
CA,Los Angeles,Mount Saint Mary's University,410,410,0.8592,923,26000,0.004,50406
CA,San Jacinto,Mt San Jacinto Community College District,NULL,NULL,NULL,NULL,PrivacySuppressed,0.0211,11634
CA,Hollywood,Musicians Institute,NULL,NULL,0.8047,NULL,PrivacySuppressed,0,39289
CA,Napa,Napa Valley College,NULL,NULL,NULL,NULL,10000,0.0069,17068
CA,Emeryville,National Holistic Institute,NULL,NULL,NULL,NULL,9500,0,NULL
CA,La Jolla,National University,NULL,NULL,NULL,NULL,28244,0.0036,26620
CA,San Diego,Newschool of Architecture and Design,NULL,NULL,0.9908,NULL,35500,0,44971
CA,Granada Hills,Newberry School of Beauty,NULL,NULL,NULL,NULL,6333,0,NULL
CA,Modesto,North Adrian's College of Beauty Inc,NULL,NULL,NULL,NULL,11850,0,NULL
CA,Pomona,North-West College-Pomona,NULL,NULL,NULL,NULL,9500,0,NULL
CA,West Covina,North-West College-West Covina,NULL,NULL,1,NULL,9310,0,NULL
CA,Pasadena,North-West College-Pasadena,NULL,NULL,NULL,NULL,9500,0,NULL
CA,Belmont,Notre Dame de Namur University,400,400,0.9668,913,25000,0,50415
CA,Los Angeles,Occidental College,600,600,0.4581,1315,23215,0.0369,67046
CA,Oceanside,Oceanside College of Beauty,NULL,NULL,NULL,NULL,PrivacySuppressed,0,NULL
CA,Fremont,Ohlone College,NULL,NULL,NULL,NULL,PrivacySuppressed,0.0786,16547
CA,Costa Mesa,Orange Coast College,NULL,NULL,NULL,NULL,6500,0.0166,15303
CA,Los Angeles,Otis College of Art and Design,NULL,NULL,0.9295,NULL,27000,0,56519
CA,Oxnard,Oxnard College,NULL,NULL,NULL,NULL,PrivacySuppressed,0.0109,8516
CA,Fullerton,Hope International University,400,420,0.3211,942,25624.5,0,38570
CA,San Diego,Concorde Career College-San Diego,NULL,NULL,1,NULL,9500,0,NULL
CA,Palo Alto,Palo Alto University,NULL,NULL,NULL,NULL,18324,0,NULL
CA,Pasadena,Pacific Oaks College,NULL,NULL,NULL,NULL,22545,0,NULL
CA,Berkeley,Pacific School of Religion,NULL,NULL,NULL,NULL,PrivacySuppressed,NULL,NULL
CA,Los Angeles,Pacific States University,NULL,NULL,NULL,NULL,PrivacySuppressed,0,NULL
CA,Angwin,Pacific Union College,420,440,0.4655,986,29251,0.0025,41700
CA,Stockton,University of the Pacific,530,500,0.6599,1180,24245,0.0083,56899
CA,Blythe,Palo Verde College,NULL,NULL,NULL,NULL,PrivacySuppressed,0,15185
CA,San Marcos,Palomar College,NULL,NULL,NULL,NULL,6949,0.0045,10204
CA,Pasadena,Pasadena City College,NULL,NULL,NULL,NULL,4500,0.0126,11958
CA,Malibu,Pepperdine University,560,550,0.3687,1251,25843,0.0069,66152
CA,Claremont,Pitzer College,NULL,NULL,0.1374,NULL,14044.5,0.0193,65880
CA,San Diego,Platt College-San Diego,NULL,NULL,NULL,NULL,21796,0,42343
CA,San Diego,Point Loma Nazarene University,520,510,0.6942,1149,22883.5,0.0061,46683
CA,Claremont,Pomona College,670,670,0.0944,1442,13400,0.0789,64870
CA,Porterville,Porterville College,NULL,NULL,NULL,NULL,PrivacySuppressed,0.0089,9734
CA,El Monte,Professional Institute of Beauty,NULL,NULL,NULL,NULL,PrivacySuppressed,0,NULL
CA,Santa Ana,Santa Ana College,NULL,NULL,NULL,NULL,6000,0.0067,10446
CA,Santa Monica,Pardee RAND Graduate School,NULL,NULL,NULL,NULL,PrivacySuppressed,NULL,NULL
CA,Redding,Shasta School of Cosmetology,NULL,NULL,NULL,NULL,PrivacySuppressed,0,NULL
CA,Redlands,University of Redlands,490,490,0.7475,1101,27000,0.0169,61542
CA,Eureka,College of the Redwoods,NULL,NULL,NULL,NULL,7950,0,10608
CA,Upland,Salon Success Academy-Upland,NULL,NULL,NULL,NULL,7178,0,NULL
CA,Corona,Salon Success Academy-Corona,NULL,NULL,NULL,NULL,10556,0,NULL
CA,Whittier,Rio Hondo College,NULL,NULL,NULL,NULL,4163,0.0104,11991
CA,Riverside,Riverside City College,NULL,NULL,NULL,NULL,7500,0.0031,12578
CA,Alameda,Argosy University-San Francisco Bay Area,NULL,NULL,NULL,NULL,30481,0,NULL
CA,Rosemead,Rosemead Beauty School,NULL,NULL,NULL,NULL,PrivacySuppressed,0,NULL
CA,Los Angeles,Dongguk University-Los Angeles,NULL,NULL,NULL,NULL,PrivacySuppressed,NULL,NULL
CA,Sacramento,Sacramento City College,NULL,NULL,NULL,NULL,11762.5,0.0073,14372
CA,Mission Viejo,Saddleback College,NULL,NULL,NULL,NULL,7250,0.0025,13578
CA,Oakland,Samuel Merritt University,NULL,NULL,NULL,NULL,18750,0,NULL
CA,San Diego,San Diego City College,NULL,NULL,NULL,NULL,4500,0.0052,12068
CA,Carlsbad,Golf Academy of America-San Diego,NULL,NULL,NULL,NULL,16710,0,29220
CA,San Diego,San Diego Mesa College,NULL,NULL,NULL,NULL,4500,0.0149,12382
CA,San Diego,San Diego Miramar College,NULL,NULL,NULL,NULL,4500,0.0322,11912
CA,San Diego,San Diego State University,510,490,0.3464,1132,15000,0.0139,22056
CA,San Diego,University of San Diego,560,540,0.5138,1237,24000,0.0112,61004
CA,San Francisco,San Francisco Art Institute,NULL,NULL,0.9261,NULL,25524,0,65453
CA,San Francisco,San Francisco Conservatory of Music,NULL,NULL,0.4175,NULL,27000,0,60410
CA,San Francisco,San Francisco State University,430,430,0.682,979,16711.5,0.0097,22396
CA,San Anselmo,San Francisco Theological Seminary,NULL,NULL,NULL,NULL,PrivacySuppressed,NULL,NULL
CA,San Francisco,University of San Francisco,520,510,0.7137,1150,25000,0.0065,61072
CA,Clovis,San Joaquin College of Law,NULL,NULL,NULL,NULL,PrivacySuppressed,NULL,NULL
CA,Stockton,San Joaquin Delta College,NULL,NULL,NULL,NULL,6114,0.0068,16084
CA,Visalia,San Joaquin Valley College-Visalia,NULL,NULL,NULL,NULL,12000,0,NULL
CA,Rocklin,William Jessup University,440,460,0.7251,1023,20500,0.0036,40390
CA,San Jose,San Jose City College,NULL,NULL,NULL,NULL,4980,0.0078,15892
CA,San Jose,San Jose State University,470,450,0.5344,1039,15000,0.005,22780
CA,San Mateo,College of San Mateo,NULL,NULL,NULL,NULL,9000,0.0179,8278
CA,Bakersfield,Santa Barbara Business College-Bakersfield,NULL,NULL,NULL,NULL,20993,0,20028
CA,Santa Maria,Santa Barbara Business College-Santa Maria,NULL,NULL,NULL,NULL,20524,0,19913
CA,Santa Barbara,Santa Barbara City College,NULL,NULL,NULL,NULL,10000,0.0134,15882
CA,Santa Clara,Santa Clara University,610,590,0.483,1321,21000,0.0081,62964
CA,Santa Monica,Santa Monica College,NULL,NULL,NULL,NULL,6500,0.0021,11844
CA,Santa Rosa,Santa Rosa Junior College,NULL,NULL,NULL,NULL,7565,0.0056,12842
CA,Oakland,Saybrook University,NULL,NULL,NULL,NULL,PrivacySuppressed,NULL,NULL
CA,Claremont,Scripps College,630,660,0.2988,1353,13750,0.0142,66060
CA,Visalia,College of the Sequoias,NULL,NULL,NULL,NULL,4450,0.0086,8109
CA,Redding,Shasta Bible College and Graduate School,NULL,NULL,1,NULL,PrivacySuppressed,0,22005
CA,Redding,Shasta College,NULL,NULL,NULL,NULL,9386.5,0,12745
CA,Rocklin,Sierra College,NULL,NULL,NULL,NULL,PrivacySuppressed,0.0118,13072
CA,Merced,Sierra College of Beauty,NULL,NULL,NULL,NULL,PrivacySuppressed,0,NULL
CA,Santa Ana,Trinity Law School,NULL,NULL,NULL,NULL,24475,NULL,NULL
CA,Redding,Simpson University,420,440,0.5215,985,17805,0.0176,37437
CA,Weed,College of the Siskiyous,NULL,NULL,NULL,NULL,9822,0,14027
CA,Sacramento,Charles A Jones Career and Education Center,NULL,NULL,NULL,NULL,6500,0,NULL
CA,San Bruno,Skyline College,NULL,NULL,NULL,NULL,9000,0.0206,8580
CA,San Bernardino,San Bernardino Valley College,NULL,NULL,NULL,NULL,PrivacySuppressed,0.0132,14005
CA,Moraga,Saint Mary's College of California,470,480,0.8039,1093,24687.5,0.0131,61095
CA,Fairfield,Solano Community College,NULL,NULL,NULL,NULL,9350,0.0102,12558
CA,Rohnert Park,Sonoma State University,440,440,0.7627,990,17500,0.0133,24000
CA,Anaheim,South Baylo University,NULL,NULL,NULL,NULL,14098,0,NULL
CA,Orange,South Coast College,NULL,NULL,NULL,NULL,20000,0,NULL
CA,Costa Mesa,Vanguard University of Southern California,410,420,0.7024,942,25000,0.0054,42564
CA,Garden Grove,Concorde Career College-Garden Grove,NULL,NULL,0.9046,NULL,9500,0,NULL
CA,Chula Vista,Southwestern College,NULL,NULL,NULL,NULL,PrivacySuppressed,0.0129,10713
CA,Berkeley,Starr King School for the Ministry,NULL,NULL,NULL,NULL,PrivacySuppressed,NULL,NULL
CA,Fullerton,Marshall B Ketchum University,NULL,NULL,NULL,NULL,PrivacySuppressed,NULL,NULL
CA,Los Angeles,Southern California Institute of Architecture,NULL,NULL,NULL,NULL,31500,0,67225
CA,Los Angeles,University of Southern California,650,630,0.1662,1395,22120,0.0146,67064
CA,Los Angeles,Southwestern Law School,NULL,NULL,NULL,NULL,PrivacySuppressed,NULL,NULL
CA,Taft,Taft College,NULL,NULL,NULL,NULL,PrivacySuppressed,0.0021,12882
CA,Claremont,Claremont School of Theology,NULL,NULL,NULL,NULL,PrivacySuppressed,NULL,NULL
CA,Santa Paula,Thomas Aquinas College,540,600,0.7461,1249,18000,0,35724
CA,Sacramento,Epic Bible College,NULL,NULL,0.7857,NULL,PrivacySuppressed,0,25468
CA,Huntington Park,United Education Institute-Huntington Park Campus,NULL,NULL,NULL,NULL,9500,0,NULL
CA,San Bernardino,Concorde Career College-San Bernardino,NULL,NULL,0.6411,NULL,9500,0,NULL
CA,Los Angeles,Universal College of Beauty Inc-Los Angeles 1,NULL,NULL,NULL,NULL,PrivacySuppressed,0,NULL
CA,North Hollywood,Concorde Career College-North Hollywood,NULL,NULL,0.8805,NULL,9500,0,NULL
CA,Ventura,Ventura College,NULL,NULL,NULL,NULL,6500,0.0042,8407
CA,Ventura,The Santa Barbara and Ventura Colleges of Law at Ventura,NULL,NULL,NULL,NULL,PrivacySuppressed,NULL,NULL
CA,Victorville,Victor Valley College,NULL,NULL,NULL,NULL,5375,0.0051,14703
CA,Berkeley,Berkeley City College,NULL,NULL,NULL,NULL,8050,0.0309,13200
MN,Minneapolis,Walden University,NULL,NULL,NULL,NULL,24028,0,NULL
CA,Salinas,Waynes College of Beauty,NULL,NULL,NULL,NULL,PrivacySuppressed,0,NULL
CA,Coalinga,West Hills College-Coalinga,NULL,NULL,NULL,NULL,7000,0,13846
CA,Culver City,West Los Angeles College,NULL,NULL,NULL,NULL,10607,0.001,13369
CA,Saratoga,West Valley College,NULL,NULL,NULL,NULL,PrivacySuppressed,0.0089,14989
CA,Sacramento,Carrington College-Sacramento,NULL,NULL,0.4588,NULL,12125,0,NULL
CA,Escondido,Westminster Theological Seminary in California,NULL,NULL,NULL,NULL,PrivacySuppressed,NULL,NULL
CA,Santa Barbara,Westmont College,520,520,0.8276,1171,23250,0.0166,57387
CA,Whittier,Whittier College,460,460,0.6945,1040,25000,0.0027,53966
CA,Burbank,Woodbury University,430,430,0.6624,1012,31000,0,48733
CA,Berkeley,The Wright Institute,NULL,NULL,NULL,NULL,PrivacySuppressed,NULL,NULL
CA,Irvine,Western State College of Law at Argosy University,NULL,NULL,NULL,NULL,30481,NULL,NULL
CA,San Diego,Thomas Jefferson School of Law,NULL,NULL,NULL,NULL,PrivacySuppressed,NULL,NULL
CA,Los Angeles,Yeshiva Ohr Elchonon Chabad West Coast Talmudical Seminary,NULL,NULL,0.6406,NULL,PrivacySuppressed,0,25800
CA,Marysville,Yuba College,NULL,NULL,NULL,NULL,PrivacySuppressed,0.01,11182
CO,Grand Junction,The Salon Professional Academy-Grand Junction,NULL,NULL,NULL,NULL,11817.5,0,NULL
CO,Alamosa,Adams State University,440,413,0.9857,933,22500,0.0121,21026
CO,Greeley,Aims Community College,NULL,NULL,NULL,NULL,7000,0,12793
CO,Littleton,Arapahoe Community College,NULL,NULL,NULL,NULL,9750,0,13311
CO,Denver,Bel-Rea Institute of Animal Technology,NULL,NULL,0.3196,NULL,27026,0,25126
CO,Colorado Springs,Altierus Career College-Colorado Springs,NULL,NULL,NULL,NULL,7511,0,25210
CO,Denver,University of Colorado Denver/Anschutz Medical Campus,480,480,0.6052,1077,20500,0.0078,20306
CO,Colorado Springs,University of Colorado Colorado Springs,470,470,0.9286,1069,21000,0.006,21038
CO,Broomfield,Spartan College of Aeronautics and Technology,NULL,NULL,NULL,NULL,19197,0,26124
CO,Boulder,University of Colorado Boulder,550,520,0.7662,1229,19500,0.0209,31393
CO,Lakewood,Colorado Christian University,NULL,NULL,NULL,NULL,26000,0,41463
CO,Colorado Springs,Colorado College,NULL,NULL,0.1599,NULL,20497.5,0.0345,63600
CO,Aurora,Concorde Career College-Aurora,NULL,NULL,0.8594,NULL,9500,0,NULL
CO,Denver,The Art Institute of Colorado,NULL,NULL,NULL,NULL,29127.5,0,27373
CO,Glenwood Springs,Colorado Mountain College,NULL,NULL,NULL,NULL,8500,0,13611
CO,Rangely,Colorado Northwestern Community College,NULL,NULL,NULL,NULL,12000,0,17305
CO,Golden,Colorado School of Mines,650,600,0.4035,1354,25000,0.0331,31226
CO,Lakewood,Colorado School of Trades,NULL,NULL,NULL,NULL,19974.5,0,NULL
CO,Fort Collins,Colorado State University-Fort Collins,510,510,0.7796,1159,20502,0.01,24885
CO,Colorado Springs,Colorado Technical University-Colorado Springs,NULL,NULL,NULL,NULL,31710.5,0,24136
CO,Aurora,Community College of Aurora,NULL,NULL,NULL,NULL,9625,0,15424
CO,Denver,CollegeAmerica-Denver,NULL,NULL,NULL,NULL,27217,0,30470
CO,Delta,Delta Montrose Technical College,NULL,NULL,NULL,NULL,4750,0,NULL
CO,Denver,Community College of Denver,NULL,NULL,NULL,NULL,10460,0,14516
CO,Denver,Lincoln College of Technology-Denver,NULL,NULL,NULL,NULL,12000,0,NULL
CO,Littleton,Denver Seminary,NULL,NULL,NULL,NULL,PrivacySuppressed,NULL,NULL
CO,Denver,University of Denver,560,550,0.5347,1262,23804,0.0178,59656
CO,Denver,Emily Griffith Technical College,NULL,NULL,NULL,NULL,PrivacySuppressed,0,NULL
CO,Durango,Fort Lewis College,470,470,0.9212,1014,18866,0.0054,24298
CO,Westminster,Front Range Community College,NULL,NULL,NULL,NULL,13659,0,14530
CO,Glenwood Springs,Glenwood Beauty Academy,NULL,NULL,NULL,NULL,6500,0,NULL
CO,Fort Collins,Hair Dynamics Education Center,NULL,NULL,NULL,NULL,12000,0,NULL
